Loan_ID,Business_Type,Repayment_Frequency,City_Tier,Repeat_Borrower,Group_Loan,Loan_Amount,Interest_Rate_pct,Tenure_Months,Income_Monthly,Credit_Score,Collateral_Value,Distance_to_Branch_km,Financial_Literacy_Score,Repayment_Time_Days
L803993,Handicraft,Biweekly,Rural,0,1,32870.14,25.02,18,8892.94,599.0,3057.42,4.8,78.6,528.5
L809150,Farming,Weekly,Rural,1,0,25330.85,12.58,10,45407.04,658.0,9584.2,8.5,68.6,273.8
L801431,Grocery,Biweekly,Rural,0,1,33926.09,25.07,11,34672.38,679.0,16175.53,8.4,63.1,297.0
L804455,Tailoring,Weekly,Rural,0,1,131040.87,21.21,13,37940.58,718.0,93129.76,6.7,76.3,395.7
L803249,Tailoring,Weekly,Tier3,1,1,75914.58,17.85,10,52986.98,615.0,23893.13,2.1,80.1,272.7
L805220,Farming,Biweekly,Rural,1,0,335464.97,22.66,10,46246.84,674.0,0.0,6.6,83.3,315.9
L801970,Services,Weekly,Tier3,1,1,115000.05,17.72,8,15032.65,733.0,53441.72,3.6,85.1,179.1
L800973,Services,Weekly,Tier2,1,1,30511.24,18.74,9,52109.04,721.0,4425.68,1.2,85.5,223.5
L807874,Food Stall,Monthly,Tier1,1,1,55047.92,11.98,10,41195.36,612.0,24946.67,4.1,66.2,260.6
L809727,Farming,Biweekly,Tier2,0,0,87050.42,13.97,22,26842.93,625.0,49715.3,7.7,75.3,662.6
L805578,Grocery,Weekly,Rural,0,0,51882.67,19.31,17,44787.73,671.0,18451.15,10.1,49.3,496.0
L809078,Grocery,Weekly,Tier1,0,0,33441.25,19.25,17,61841.92,621.0,5366.58,0.0,59.3,454.2
L802828,Grocery,Monthly,Tier1,0,0,80955.03,13.26,15,34211.52,636.0,11919.75,5.3,58.9,430.6
L806489,Farming,Biweekly,Tier2,1,0,53450.02,9.97,9,31994.47,651.0,12282.82,1.4,69.1,222.7
L809743,Services,Weekly,Rural,1,1,160760.09,12.85,12,57487.92,631.0,126715.58,9.0,100.0,287.3
L808574,Services,Weekly,Tier1,0,1,30699.83,16.73,21,71704.08,596.0,13966.76,5.1,71.2,570.8
L801091,Farming,Weekly,Tier3,1,0,64739.03,13.08,4,32709.1,584.0,35239.27,5.6,40.4,108.5
L809044,Tailoring,Weekly,Tier1,1,0,37341.64,8.0,10,56664.06,724.0,19864.32,5.0,59.2,255.3
L801872,Tailoring,Weekly,Tier3,1,1,38848.58,22.39,10,14310.48,593.0,26632.35,6.6,83.4,270.1
L801534,Services,Biweekly,Tier3,0,0,124750.92,13.28,15,32099.0,691.0,65455.74,5.5,57.3,448.0
L801530,Grocery,Biweekly,Tier2,1,0,50494.84,15.46,18,73486.22,593.0,12683.48,6.7,71.9,492.1
L808933,Grocery,Monthly,Tier3,1,1,119002.69,10.56,9,43959.69,589.0,53032.48,0.1,64.8,234.1
L800174,Farming,Biweekly,Tier3,1,1,111275.8,14.67,15,15529.86,612.0,86893.09,5.4,59.4,435.9
L806980,Grocery,Biweekly,Rural,0,0,19188.49,24.56,10,37870.17,,3786.74,5.8,74.3,282.3
L804848,Food Stall,Weekly,Tier2,0,0,216278.0505437958,15.46,21,14380.88,649.0,0.0,3.2,35.9,635.3
L804786,Tailoring,Biweekly,Tier3,0,1,42755.92,14.26,7,50673.39,687.0,8753.88,5.7,71.7,184.0
L800406,Handicraft,Monthly,Tier1,0,0,26577.2,18.61,19,49865.32,566.0,16386.86,1.8,57.3,988.1177271954332
L804382,Tailoring,Monthly,Tier1,0,1,43946.44,15.51,15,56288.5,648.0,11283.16,0.0,77.3,966.3678017760833
L803523,Tailoring,Weekly,Tier3,0,1,32328.91,17.16,14,22736.82,590.0,9068.03,3.1,62.4,434.9
L801069,Handicraft,Weekly,Tier3,1,0,44539.69,12.2,8,50140.16,710.0,13325.68,3.6,76.3,171.7
L801322,Grocery,Monthly,Tier2,0,0,40971.78,11.56,12,50731.52,503.0,9008.22,5.7,67.4,345.7
L800901,Grocery,Monthly,Rural,1,1,34862.04,17.65,5,74320.03,633.0,12506.3,4.6,71.6,92.1
L809613,Grocery,Biweekly,Tier2,0,0,37775.44,14.1,13,66674.7,665.0,9650.89,5.4,61.5,353.2
L802630,Grocery,Weekly,Tier2,0,0,44781.01,20.87,12,47103.93,600.0,2030.7,4.0,52.4,355.7
L803727,Farming,Biweekly,Tier2,1,1,60323.59,12.65,11,45858.26,767.0,17926.33,7.7,89.3,304.6
L807361,Grocery,Monthly,Tier2,1,1,32037.87,8.94,9,55831.13,644.0,3752.3,7.5,78.7,238.9
L805664,Grocery,Biweekly,Tier1,0,1,69879.63,19.37,10,4000.0,667.0,40677.7,7.5,55.7,313.4
L806345,Tailoring,Weekly,Tier2,0,0,16137.58,24.55,24,24462.14,587.0,0.0,5.0,89.0,708.0
L809754,Food Stall,Biweekly,Rural,0,0,11625.84,15.55,24,17739.89,591.0,0.0,5.6,65.2,746.6
L804694,Grocery,Biweekly,Tier2,1,0,28147.9,12.85,7,24006.07,686.0,5202.92,7.8,68.1,195.0
L805647,Handicraft,Weekly,Tier1,0,0,43691.92,8.0,3,48211.2,559.0,21736.65,4.4,68.5,58.2
L807346,Tailoring,Biweekly,Tier2,1,0,122698.47,23.34,19,52705.25,629.0,29968.46,5.9,72.5,563.2
L801879,Farming,Monthly,Tier3,0,1,44582.98,13.21,18,28079.76,645.0,432.26,3.2,50.7,520.0
L804064,grocery,Biweekly,Tier3,1,1,62506.86,14.21,9,57464.52,737.0,0.0,3.5,77.7,217.5
L803166,Food Stall,Monthly,Tier3,1,1,85897.76,16.76,9,49080.67,687.0,0.0,5.3,51.3,266.4
L808209,Tailoring,Monthly,tier3,1,0,75831.39,13.73,8,31194.17,596.0,43135.16,6.2,80.6,209.4
L800781,Farming,Weekly,Tier2,0,0,25224.9,12.84,18,45723.31,643.0,0.0,8.7,50.1,515.5
L801470,Farming,Weekly,Rural,1,0,45080.79,22.72,14,55379.14,646.0,13612.52,8.7,57.9,381.0
L809980,Tailoring,Weekly,Tier1,1,1,126155.45,8.0,11,18606.99,679.0,60355.73,5.2,71.3,275.5
L800767,Farming,Weekly,Tier2,0,1,36096.77,10.28,9,57148.16,588.0,0.0,8.6,78.8,221.9
L804138,Grocery,Monthly,Tier2,0,1,50365.14,19.03,19,55400.93,606.0,34347.21,5.0,67.8,555.9
L807849,Services,Monthly,Rural,1,0,60291.92,20.35,20,16985.6,472.0,27440.46,7.6,83.8,632.8
L802016,Handicraft,Weekly,tier2,1,1,69338.71,20.56,3,44337.36,725.0,27920.87,3.4,72.9,31.1
L808421,farming,Weekly,Tier1,1,0,27329.7,17.0,6,26499.58,806.0,7236.08,1.3,71.0,196.4
L802960,Grocery,Weekly,Rural,0,0,142661.36,18.2,14,35211.22,494.0,30349.51,9.0,52.0,418.9
L803743,Food Stall,Weekly,Tier2,1,0,58719.26,22.34,6,16408.73,602.0,17521.24,6.3,66.6,161.7
L804100,Services,Weekly,Rural,0,0,54229.11,19.95,14,48363.05,660.0,19502.02,4.4,53.7,396.6
L803170,Farming,Weekly,Tier2,1,0,47169.93,9.17,8,51438.82,712.0,101.47,7.2,79.1,195.0
L803220,Grocery,Weekly,Tier3,1,0,122421.08,20.93,3,46322.56,633.0,32039.64,5.0,72.5,37.2
L808230,Farming,Biweekly,Rural,0,1,72981.36,11.54,19,12382.08,580.0,26194.95,5.4,71.1,562.8
L801174,Handicraft,Weekly,Tier2,1,1,36941.96,14.45,13,57551.62,652.0,1402.8,1.5,71.8,329.8
L803343,Handicraft,Weekly,Tier2,1,0,63009.27,8.01,9,53735.16,601.0,18040.6,1.6,69.7,221.6
L809489,Food Stall,Weekly,Tier1,1,0,113383.99,15.01,17,68952.82,753.0,27706.3,1.0,62.3,446.1
L808739,Services,Weekly,Tier3,0,0,102352.33,20.89,17,38498.5,609.0,32934.31,3.9,76.0,451.2
L803862,Handicraft,Weekly,Tier1,1,1,48526.01,15.32,13,50896.79,767.0,24626.79,5.2,78.0,329.6
L807756,Tailoring,Monthly,Rural,0,1,59194.59,16.58,13,30386.53,649.0,19308.28,2.6,61.2,381.4
L805723,Grocery,Biweekly,Tier1,0,0,52017.87,15.57,11,37647.31,702.0,12492.22,3.5,45.2,318.0
L808602,Farming,Monthly,Tier1,0,0,56986.15,18.48,7,65017.07,574.0,21983.05,0.7,68.8,159.1
L802202,Grocery,Weekly,Tier3,0,0,102884.3,9.28,11,34909.28,789.0,23209.66,5.4,61.8,310.4
L803505,Grocery,Weekly,Tier1,0,1,86041.14,15.17,6,4000.0,620.0,478.2,8.2,55.8,179.3
L807535,Farming,Biweekly,Tier3,0,1,45828.98,8.0,8,64841.19,619.0,21464.97,2.9,39.3,191.3
L805548,Services,Weekly,Tier3,1,0,118720.53,17.08,3,79736.12,632.0,20117.87,1.8,63.0,54.4
L808829,Services,Biweekly,Tier2,1,0,82918.81,17.24,13,24562.37,564.0,7693.52,5.0,75.0,361.8
L804110,Tailoring,Monthly,Rural,0,0,142346.37,16.93,18,24312.23,697.0,55795.57,3.2,72.1,531.7
L807655,Services,Weekly,Tier3,1,1,27762.76,13.07,11,24068.68,608.0,11841.46,4.5,86.0,303.6
L801989,Farming,monthly,Tier3,0,1,77982.32,18.04,9,27415.42,492.0,3764.34,4.2,79.4,237.1
L801675,Food Stall,Weekly,Tier2,1,1,37905.27,14.01,6,14225.91,737.0,29745.1,0.0,82.5,143.6
L801691,Grocery,Biweekly,Tier1,1,0,65364.92,8.0,17,51077.06,616.0,4049.58,3.2,92.1,473.5
L808361,Grocery,Weekly,Tier3,0,1,77307.69,15.53,13,59914.14,622.0,,4.1,68.9,359.5
L800855,Farming,Weekly,Tier2,0,0,60904.35,19.35,6,48475.3,595.0,39719.35,4.0,50.4,153.2
L806421,Farming,Biweekly,Rural,1,0,30586.72,19.03,13,37438.03,669.0,7584.87,5.3,66.9,361.2
L805984,Grocery,Weekly,Tier1,1,0,79449.6,18.94,14,33804.64,712.0,11607.15,0.5,76.2,380.7
L807489,Food Stall,Biweekly,Tier3,1,0,86809.79,13.5,11,55232.72,685.0,49180.53,6.4,65.4,268.9
L805687,Services,Biweekly,Tier3,0,0,39543.81,24.69,18,39135.68,656.0,18564.91,4.0,86.3,504.7
L800249,Grocery,Weekly,Tier2,1,0,22234.78,19.4,18,10348.71,730.0,389.15,4.3,81.1,511.8
L802651,Farming,Biweekly,Tier1,0,1,35618.29,12.73,16,28814.09,634.0,18811.48,5.4,63.8,452.3
L808212,Tailoring,Biweekly,Tier1,0,0,37626.01,29.67,7,30978.13,669.0,4461.91,2.3,67.4,199.2
L805314,Tailoring,Biweekly,Tier3,0,1,103631.63,21.55,16,43825.03,517.0,11915.83,4.9,60.8,444.5
L805473,Tailoring,Biweekly,Tier3,0,1,89894.21,22.75,7,46931.03,618.0,14859.29,7.8,54.7,212.8
L801742,Tailoring,Weekly,Tier2,0,1,124124.22,20.79,11,44317.32,648.0,31913.64,6.5,58.2,311.3
L804037,Services,Monthly,Rural,0,1,59893.43,13.0,16,13474.16,694.0,26450.37,4.8,56.8,474.4
L801778,Farming,Monthly,Tier2,1,1,26218.77,13.38,19,18146.35,,10998.06,4.5,73.0,560.8
L804809,Handicraft,Monthly,Tier2,1,1,30264.37,8.0,11,65041.34,661.0,3305.97,5.0,90.3,260.1
L804192,Tailoring,Monthly,Tier2,0,0,128657.79,16.18,12,33790.78,666.0,38487.61,3.2,44.7,369.2
L803330,Services,Biweekly,Tier2,1,0,122119.79,19.11,13,53418.52,643.0,21141.81,5.8,86.0,339.9
L807100,Services,Weekly,Tier3,1,1,54436.33,20.47,21,61520.88,675.0,15864.73,7.1,89.3,556.9
L807940,Farming,Weekly,Tier3,1,0,30503.07,11.33,5,56143.96,710.0,19742.51,5.9,81.1,73.7
L801292,Grocery,weekly,Tier2,1,0,35631.84,16.38,8,27210.75,669.0,4691.46,2.7,63.9,530.1029428589874
L802399,Grocery,Weekly,Tier3,1,1,17068.93,16.36,5,52144.8,627.0,5069.65,2.6,90.5,110.4
L802899,Tailoring,Weekly,Tier3,0,1,81235.76,21.42,16,46683.15,648.0,59740.17,4.9,49.0,458.7
L801957,Handicraft,Monthly,Rural,0,0,73217.48,13.33,5,28282.46,613.0,139.19,9.0,67.7,153.5
L804375,Grocery,Weekly,Tier2,0,1,37766.31,17.0,19,4746.34,665.0,20612.98,2.4,68.5,545.7
L801185,Food Stall,Weekly,Tier3,1,0,62348.59,18.32,5,66285.56,653.0,19190.51,5.4,81.7,97.8
L806678,Services,Weekly,Rural,0,1,17013.04,23.83,18,52451.78,655.0,6628.56,5.1,54.2,543.7
L807795,Farming,Biweekly,Tier3,0,1,65735.89,11.96,29,16001.17,530.0,9120.17,4.2,75.0,838.0
L805047,Services,Weekly,Tier2,0,1,298403.75,8.22,16,64752.92,652.0,102767.51,6.8,55.4,450.2
L809217,Handicraft,Monthly,Tier3,0,0,54106.76,8.0,19,35889.42,611.0,29884.87,3.7,51.3,550.8
L807773,Grocery,Monthly,Tier3,1,1,140393.92,18.97,10,29249.08,647.0,101350.28,2.8,96.2,261.5
L802975,Tailoring,Biweekly,Tier3,0,1,32389.56,22.4,16,29255.43,792.0,5211.54,2.0,71.0,453.2
L805221,Handicraft,Biweekly,Tier1,1,1,48615.74,19.55,12,25264.1,764.0,25675.51,4.0,81.4,349.1
L807496,Food Stall,Weekly,Tier2,1,0,47194.43,16.18,11,26799.5,633.0,18820.59,5.8,89.2,326.3
L800978,Food Stall,Weekly,Tier2,1,0,106178.78,18.39,12,29134.28,591.0,65055.89,8.6,85.8,348.3
L804071,Grocery,weekly,Tier2,1,1,47664.0,16.97,13,27389.62,628.0,2435.85,2.6,67.5,367.0
L804343,Grocery,Weekly,Tier1,0,0,72566.69,17.99,10,37191.67,653.0,13743.07,4.5,76.2,261.9
L807964,Grocery,Weekly,Tier2,0,1,46162.07,13.95,12,54846.29,519.0,18644.89,8.2,58.8,327.7
L801254,Grocery,Weekly,Tier2,0,0,110086.16,21.67,15,,642.0,26695.96,5.2,70.4,439.0
L803131,Services,Monthly,Tier2,0,1,25360.13,13.49,19,,700.0,2317.25,4.7,65.4,547.4
L804183,Grocery,Biweekly,Tier2,1,1,46034.75,15.71,11,48021.23,593.0,22050.13,4.5,70.4,302.2
L806260,Handicraft,Biweekly,Tier2,0,1,64961.44,15.09,10,43583.02,703.0,13549.36,4.4,44.1,281.6
L800231,Farming,Biweekly,Tier2,1,1,68827.6,12.72,17,65124.29,676.0,23120.05,3.4,82.6,456.0
L809682,Grocery,Weekly,Tier2,0,1,77673.31,17.26,19,37061.3,632.0,18676.49,4.4,62.2,525.8
L803664,Farming,Weekly,Tier2,0,1,71262.53,15.27,9,54006.45,643.0,17021.66,3.8,48.5,218.4
L809908,Tailoring,Biweekly,Tier1,0,1,27894.89,20.48,13,34266.18,661.0,1646.35,4.9,42.1,363.4
L805689,Grocery,Monthly,Tier2,1,1,130472.46,23.77,13,47017.7,622.0,69441.11,3.3,81.5,395.0
L807502,Food Stall,Weekly,Tier2,0,1,81483.03,16.86,17,76466.92,633.0,14566.59,2.1,35.9,482.5
L807877,Grocery,Biweekly,Tier1,1,1,42535.27,17.1,9,50394.92,737.0,8795.1,4.1,93.2,217.8
L801169,Grocery,Weekly,Tier2,1,0,50397.34,16.95,12,69913.29,623.0,19042.63,6.7,65.5,292.1
L801631,Handicraft,Biweekly,Tier2,1,0,33782.71,14.77,9,59488.25,653.0,16656.62,2.7,66.2,240.3
L800261,Tailoring,weekly,Tier1,0,0,19035.66,24.36,19,56238.14,553.0,6459.63,4.0,74.5,537.5
L809888,Grocery,Biweekly,Tier1,0,1,135580.89,14.06,11,,725.0,43356.3,4.4,72.3,306.7
L808482,Farming,Biweekly,Tier2,0,0,31545.64,26.12,17,67855.8,696.0,0.0,3.0,46.4,499.3
L809910,Handicraft,Biweekly,Tier3,1,1,54790.16,12.2,16,48392.12,651.0,5364.3,5.2,88.3,440.2
L806821,Services,Weekly,Rural,1,1,58712.82,11.67,18,54429.53,592.0,11173.11,4.8,71.1,501.2
L803140,Services,Weekly,Tier1,0,0,106210.52,15.12,14,32372.2,568.0,34462.85,2.9,62.4,400.2
L806898,Tailoring,Weekly,Tier2,0,1,28471.03,14.02,16,48242.23,632.0,10720.96,1.6,52.0,451.0
L801952,Farming,Weekly,Tier2,1,0,29635.62,11.01,8,45554.71,705.0,12376.84,6.1,82.0,174.5
L805018,Handicraft,Monthly,Tier3,0,0,54538.11,14.21,19,32334.14,521.0,13795.76,0.7,48.7,557.8
L809990,Food Stall,Weekly,Tier2,0,0,80316.85,18.22,10,44429.96,598.0,1542.69,6.0,57.7,279.6
L809484,Grocery,Weekly,Tier3,1,1,190395.58,14.49,13,65013.64,610.0,96094.8,4.3,67.5,335.0
L807515,Handicraft,Biweekly,Tier2,0,1,66569.63,18.33,10,56352.12,621.0,20625.93,5.3,99.0,239.6
L806720,Services,Monthly,Tier3,0,1,129337.28,15.74,13,36828.54,767.0,0.0,5.3,68.6,373.8
L806589,Farming,Weekly,Tier1,1,1,109691.54,19.28,14,42801.23,626.0,42634.53,4.1,75.6,404.5
L808797,Tailoring,Weekly,Tier2,0,0,47765.23,15.59,19,36680.05,563.0,26118.28,6.7,29.7,559.0
L800086,Food Stall,Monthly,Tier1,1,0,38972.96,17.9,15,48567.58,718.0,0.0,3.6,59.7,425.1
L800807,Farming,Weekly,Tier2,0,1,36138.95,23.34,13,7783.59,707.0,503.77,3.6,96.8,372.8
L805265,Services,Weekly,Rural,0,1,16347.46,14.71,11,49980.68,657.0,4722.42,7.2,49.2,299.2
L806178,Tailoring,Weekly,Tier1,1,0,54722.4,18.61,16,44576.87,632.0,3803.72,6.8,64.8,434.7
L809259,Tailoring,Biweekly,Tier2,0,1,33409.66,12.16,11,43183.93,644.0,15015.86,5.4,77.6,310.5
L805575,Tailoring,Monthly,Tier2,0,0,35540.77,24.76,12,31586.01,592.0,,3.7,65.8,340.8
L807673,Grocery,Monthly,Tier3,0,1,2233602.3952450324,14.39,24,74874.93,590.0,96553.77,5.6,66.6,697.0
L805276,Grocery,Weekly,Tier2,1,0,96548.61,8.0,21,,608.0,21646.45,4.2,76.0,575.1
L803259,Tailoring,Monthly,Tier1,1,1,30802.15,12.17,8,28071.83,628.0,20230.75,1.7,81.1,194.8
L808805,Tailoring,Weekly,Tier1,1,0,107622.45,10.29,16,4803.79,633.0,61609.18,3.4,79.6,444.1
L805180,Food Stall,Weekly,Tier2,0,0,46445.77,16.78,10,8963.22,706.0,0.0,3.8,58.2,288.2
L809247,Food Stall,Monthly,Tier2,1,1,31275.49,9.89,17,40340.17,524.0,10197.67,0.2,84.8,451.0
L802621,Tailoring,Biweekly,Tier2,1,1,56868.24,14.58,19,16283.72,624.0,34246.79,2.6,78.6,553.0
L807329,Tailoring,Biweekly,Tier2,0,1,34624.01,15.27,14,33566.83,555.0,17198.45,2.2,54.4,390.5
L808734,Grocery,Weekly,Tier3,0,1,80352.86,18.67,12,47781.77,625.0,9998.32,2.4,66.8,324.3
L802366,Food Stall,Biweekly,Tier1,1,0,45686.92,12.14,12,53188.95,600.0,15715.56,2.8,70.2,304.4
L803856,Food Stall,Biweekly,Tier1,1,1,90169.49,12.7,19,54720.39,634.0,69778.06,3.8,100.0,525.8
L809311,Services,Biweekly,Rural,1,1,88530.6,10.52,22,52241.55,614.0,0.0,4.5,87.4,641.1
L802147,Food Stall,Weekly,Tier1,1,1,42986.13,12.3,8,8309.73,675.0,15767.26,2.8,72.9,210.0
L802580,Food Stall,Weekly,Tier2,0,1,102916.03,16.95,16,40622.47,,83778.76,3.5,71.5,459.3
L808429,Tailoring,Weekly,Tier1,0,1,31755.73,13.93,21,26960.45,587.0,13530.87,3.8,56.3,583.1
L802794,Food Stall,Biweekly,Tier2,1,0,33227.02,22.93,14,49277.61,712.0,8448.59,5.8,78.6,395.9
L803450,Services,Biweekly,Tier2,1,1,119911.42,18.27,18,43107.76,728.0,7845.88,4.7,71.6,509.2
L805581,Farming,Weekly,Tier3,0,0,87870.03,22.47,17,51344.57,559.0,7243.83,5.1,50.6,510.2
L801383,Services,Biweekly,Tier2,1,1,29684.3,14.35,10,71789.18,597.0,25607.04,1.3,85.2,260.4
L802969,Handicraft,Weekly,Tier3,0,1,25967.49,23.9,14,35595.17,646.0,18379.98,5.8,77.6,778.6214857294337
L803336,Handicraft,Weekly,Rural,1,0,37554.72,17.51,9,14648.6,682.0,12008.75,4.0,68.7,230.8
L803798,Handicraft,Monthly,Rural,0,0,67316.42,11.75,12,33104.33,656.0,43777.91,7.3,85.9,342.2
L807004,Food Stall,Weekly,Tier2,0,1,78626.13,15.15,10,15916.26,601.0,40874.03,2.0,72.8,263.3
L800477,Food Stall,Weekly,Tier3,1,0,87668.19,22.71,19,60086.53,796.0,30730.44,6.6,88.5,508.8
L803635,Farming,Monthly,Tier2,1,1,55879.96,16.37,11,62615.76,699.0,12399.22,1.0,67.5,270.0
L808937,services,Monthly,Tier3,1,1,50236.34,16.23,9,4000.0,661.0,8316.69,1.9,92.8,280.1
L806167,Handicraft,Monthly,Tier1,0,1,69837.06,14.63,13,43565.37,633.0,54400.18,3.6,68.6,347.2
L800151,Services,Biweekly,Rural,1,1,39694.57,16.82,16,20680.55,504.0,3050.95,7.6,68.4,452.3
L808850,Handicraft,Biweekly,Tier1,0,1,67070.36,19.6,19,40412.51,696.0,3425.93,6.3,62.9,541.2
L805257,Food Stall,Weekly,tier3,0,1,123905.23,11.47,8,12947.31,684.0,68906.63,6.4,67.1,208.2
L808459,Grocery,Monthly,Tier2,0,1,44791.38,23.0,10,43197.45,639.0,20162.54,5.5,69.4,247.6
L806714,Grocery,Weekly,Tier3,1,0,88427.19,16.61,14,51521.5,600.0,16450.18,5.9,67.5,395.2
L807289,Grocery,Weekly,Tier2,0,0,93274.69,21.47,17,18126.05,666.0,69.8,0.6,56.8,482.4
L800090,Farming,Weekly,Tier2,0,0,56200.81,19.12,27,54307.23,590.0,0.0,0.0,41.0,780.7
L802309,Grocery,Weekly,Tier1,0,1,45068.36,28.89,15,19306.38,480.0,6497.86,2.5,65.8,425.2
L800071,Services,Weekly,Tier3,0,1,59703.43,22.54,8,47009.33,673.0,36971.07,9.6,59.5,195.2
L804896,Services,Monthly,Tier3,0,0,52555.17,8.0,14,48275.19,623.0,9712.27,6.2,49.6,376.0
L803527,Grocery,Biweekly,Tier1,0,1,46589.88,13.31,13,38730.01,623.0,,5.5,44.2,364.2
L805211,Grocery,Weekly,Tier3,0,0,35151.43,16.08,17,25850.91,615.0,14060.13,3.8,46.2,497.9
L808199,Tailoring,Biweekly,Tier1,1,1,56674.44,8.33,15,45265.4,702.0,18769.66,7.6,82.8,408.1
L807130,Food Stall,Weekly,Tier2,0,1,56449.33,14.57,8,,660.0,35692.99,3.8,71.9,201.3
L809456,Handicraft,Monthly,Tier1,0,0,63681.37,10.13,17,41934.57,533.0,23872.19,3.1,70.8,472.3
L801591,Tailoring,Monthly,Tier2,0,1,78306.04,18.22,22,60966.72,655.0,6595.36,0.0,71.8,605.0
L804563,Grocery,Weekly,Tier2,0,1,66896.27,12.7,9,44355.22,633.0,10659.49,3.9,73.1,349.9023630306344
L800237,Grocery,Weekly,Tier2,0,1,99866.66,12.88,13,46326.5,649.0,3868.49,1.2,85.3,348.6
L808239,Services,Biweekly,Tier3,1,1,93288.43,15.61,3,71075.2,743.0,14801.64,5.4,98.1,55.8
L805683,Grocery,Biweekly,Rural,0,0,108221.24,15.01,14,47317.19,568.0,73538.76,3.8,68.8,339.7
L808154,Farming,Monthly,Tier3,1,0,77582.19,16.51,9,86318.75,581.0,46998.97,5.4,65.7,220.1
L807106,Food Stall,Biweekly,Rural,1,1,108287.97,15.74,16,22019.02,695.0,23867.05,6.1,75.0,454.2
L805421,Farming,Biweekly,Tier1,0,1,55621.45,18.83,11,32208.94,659.0,,3.9,82.8,297.0
L808767,Farming,Weekly,Tier2,0,0,46111.44,11.87,3,15754.67,644.0,21417.89,7.4,42.4,88.4
L802695,Food Stall,Biweekly,Tier2,0,0,55431.3,18.49,15,26642.45,720.0,24557.31,6.3,59.0,402.5
L800030,Grocery,Weekly,Tier1,1,0,72203.98,20.73,9,52294.45,666.0,8034.57,6.5,70.0,244.4
L805998,Tailoring,Weekly,Tier2,1,1,103956.87,18.9,15,65512.29,741.0,39790.71,6.0,93.7,403.7
L806158,farming,Weekly,Rural,0,1,40323.39,22.27,22,35136.03,662.0,19061.62,7.1,56.5,684.9
L802818,Food Stall,Weekly,Rural,1,0,25882.69,15.89,23,40326.82,519.0,4461.58,6.5,63.9,690.8
L803031,Services,Biweekly,Tier2,0,0,67893.63,16.16,10,23653.24,704.0,12059.65,7.7,65.5,289.6
L800138,Tailoring,Monthly,Tier3,1,0,42127.63,14.09,3,18580.8,607.0,5990.3,6.4,65.1,101.8
L801060,Grocery,Biweekly,Rural,1,1,87680.73,15.65,16,33685.79,603.0,15410.42,8.1,53.7,484.3
L805633,Tailoring,Weekly,Tier1,1,0,40607.13,17.83,7,66714.08,,0.0,6.7,57.2,177.9
L802266,Grocery,Weekly,Tier2,0,0,33729.06,29.41,17,22708.33,638.0,0.0,2.9,51.5,505.7
L807638,Tailoring,Weekly,Tier3,1,1,122659.56,9.12,14,32768.71,598.0,61588.37,0.9,85.0,356.6
L807736,Farming,Biweekly,Tier2,0,1,53406.39,14.88,19,28176.23,673.0,15847.58,5.2,47.6,550.5
L801559,Food Stall,Weekly,Tier1,0,1,32911.0,14.99,7,27929.3,644.0,1872.59,2.7,49.5,188.9
L809830,Services,Monthly,Tier3,1,0,52096.97,16.56,14,49239.02,736.0,18521.96,8.3,73.7,375.6
L809197,Farming,Monthly,Rural,0,1,37524.29,14.91,17,50095.32,607.0,6612.34,5.4,66.0,487.3
L809096,Tailoring,Monthly,Tier3,0,1,54161.08,13.97,6,36751.08,661.0,19070.98,3.3,52.5,152.2
L801158,Grocery,Weekly,Tier2,1,0,73924.91,8.0,15,37536.58,766.0,29936.08,3.2,78.2,436.2
L802761,Food Stall,Biweekly,Rural,0,1,66471.52,16.48,24,37213.42,705.0,40402.92,3.7,71.9,701.3
L807518,Grocery,Monthly,Tier3,0,0,163033.05,15.27,10,32854.55,661.0,6176.88,8.3,54.3,303.5
L800556,Grocery,Weekly,Tier3,0,0,38693.03,18.96,17,35490.55,618.0,14279.9,5.8,57.9,476.9
L801441,Grocery,Monthly,Tier3,1,1,168005.01,9.46,5,46474.93,665.0,51018.8,0.0,86.4,101.2
L809025,Food Stall,Weekly,Tier3,0,0,104800.16,23.33,13,38223.58,598.0,58953.38,4.6,57.6,383.9
L804572,Food Stall,Monthly,Tier3,1,1,58994.8,21.59,16,15851.85,700.0,38534.61,4.1,84.4,467.1
L806909,Handicraft,Biweekly,Tier3,0,0,48161.48,15.73,14,9908.61,676.0,7721.81,5.2,47.6,1030.9676806832292
L808641,Grocery,Weekly,Tier1,1,1,31278.78,17.6,10,34056.75,609.0,23692.68,2.8,83.4,252.9
L801768,Tailoring,Weekly,Tier1,1,0,38282.48,19.48,3,5213.73,625.0,17124.05,4.7,90.7,74.5
L806135,Farming,Monthly,Tier2,0,1,121700.21,11.47,15,53419.59,713.0,95567.22,2.8,49.6,397.5
L800895,Farming,Weekly,Tier3,1,0,28237.87,20.15,6,40746.84,723.0,285.55,3.5,79.6,149.0
L804225,Food Stall,Biweekly,Tier1,0,0,85163.17,16.49,16,42971.35,643.0,14160.18,1.9,71.8,450.7
L805764,Services,Biweekly,Tier3,0,0,172792.25,20.93,16,52425.68,594.0,133647.05,2.8,49.4,445.8
L808410,Grocery,weekly,tier3,1,1,37777.27,17.51,9,50324.88,708.0,14701.64,5.0,78.5,249.6
